Client_ID,Risk_Profile,Target_Equity,Target_Debt,Target_Cash
C1821,Aggressive,80,15,5
C1822,Conservative,40,40,20
C1823,Moderate,60,30,10
C1824,Conservative,40,40,20
C1825,Aggressive,80,15,5
C1826,Aggressive,80,15,5
C1827,Aggressive,80,15,5
C1828,Conservative,40,40,20
C1829,Conservative,40,40,20
C1830,Conservative,40,40,20
C1831,Aggressive,80,15,5
C1832,Aggressive,80,15,5
C1833,Conservative,40,40,20
C1834,Aggressive,80,15,5
C1835,Moderate,60,30,10
C1836,Conservative,40,40,20
C1837,Conservative,40,40,20
C1838,Conservative,40,40,20
C1839,Aggressive,80,15,5
C1840,Moderate,60,30,10
C1841,Moderate,60,30,10
C1842,Moderate,60,30,10
C1843,Moderate,60,30,10
C1844,Conservative,40,40,20
C1845,Moderate,60,30,10
C1846,Aggressive,80,15,5
C1847,Moderate,60,30,10
C1848,Moderate,60,30,10
C1849,Moderate,60,30,10
C1850,Moderate,60,30,10
C1851,Aggressive,80,15,5
C1852,Conservative,40,40,20
C1853,Aggressive,80,15,5
C1854,Aggressive,80,15,5
C1855,Aggressive,80,15,5
C1856,Aggressive,80,15,5
C1857,Moderate,60,30,10
C1858,Conservative,40,40,20
C1859,Aggressive,80,15,5
C1860,Moderate,60,30,10
C1861,Conservative,40,40,20
C1862,Conservative,40,40,20
C1863,Moderate,60,30,10
C1864,Conservative,40,40,20
C1865,Moderate,60,30,10
C1866,Conservative,40,40,20
C1867,Conservative,40,40,20
C1868,Conservative,40,40,20
C1869,Moderate,60,30,10
C1870,Aggressive,80,15,5
C1871,Aggressive,80,15,5
C1872,Conservative,40,40,20
C1873,Aggressive,80,15,5
C1874,Moderate,60,30,10
C1875,Aggressive,80,15,5
C1876,Moderate,60,30,10
C1877,Moderate,60,30,10
C1878,Aggressive,80,15,5
C1879,Aggressive,80,15,5
C1880,Moderate,60,30,10
C1881,Conservative,40,40,20
C1882,Aggressive,80,15,5
C1883,Conservative,40,40,20
C1884,Aggressive,80,15,5
C1885,Aggressive,80,15,5
C1886,Conservative,40,40,20
C1887,Moderate,60,30,10
C1888,Aggressive,80,15,5
C1889,Aggressive,80,15,5
C1890,Moderate,60,30,10
C1891,Moderate,60,30,10
C1892,Moderate,60,30,10
C1893,Moderate,60,30,10
C1894,Moderate,60,30,10
C1895,Conservative,40,40,20
C1896,Moderate,60,30,10
C1897,Moderate,60,30,10
C1898,Aggressive,80,15,5
C1899,Aggressive,80,15,5
C1900,Moderate,60,30,10
C1901,Aggressive,80,15,5
C1902,Moderate,60,30,10
C1903,Moderate,60,30,10
C1904,Aggressive,80,15,5
C1905,Moderate,60,30,10
C1906,Conservative,40,40,20
C1907,Aggressive,80,15,5
C1908,Moderate,60,30,10
C1909,Aggressive,80,15,5
C1910,Aggressive,80,15,5
C1911,Aggressive,80,15,5
C1912,Moderate,60,30,10
C1913,Aggressive,80,15,5
C1914,Aggressive,80,15,5
C1915,Moderate,60,30,10
C1916,Aggressive,80,15,5
C1917,Conservative,40,40,20
C1918,Aggressive,80,15,5
C1919,Aggressive,80,15,5
C1920,Aggressive,80,15,5
C1921,Aggressive,80,15,5
C1922,Conservative,40,40,20
C1923,Aggressive,80,15,5
C1924,Moderate,60,30,10
C1925,Conservative,40,40,20
C1926,Conservative,40,40,20
C1927,Moderate,60,30,10
C1928,Conservative,40,40,20
C1929,Conservative,40,40,20
C1930,Aggressive,80,15,5
C1931,Moderate,60,30,10
C1932,Conservative,40,40,20
C1933,Conservative,40,40,20
C1934,Moderate,60,30,10
C1935,Conservative,40,40,20
C1936,Aggressive,80,15,5
C1937,Aggressive,80,15,5
C1938,Conservative,40,40,20
C1939,Conservative,40,40,20
C1940,Conservative,40,40,20
C1941,Moderate,60,30,10
C1942,Moderate,60,30,10
C1943,Moderate,60,30,10
C1944,Moderate,60,30,10
C1945,Aggressive,80,15,5
C1946,Aggressive,80,15,5
C1947,Moderate,60,30,10
C1948,Conservative,40,40,20
C1949,Conservative,40,40,20
C1950,Aggressive,80,15,5
C1951,Aggressive,80,15,5
C1952,Aggressive,80,15,5
C1953,Aggressive,80,15,5
C1954,Aggressive,80,15,5
C1955,Conservative,40,40,20
C1956,Conservative,40,40,20
C1957,Aggressive,80,15,5
C1958,Conservative,40,40,20
C1959,Moderate,60,30,10
C1960,Aggressive,80,15,5
C1961,Conservative,40,40,20
C1962,Moderate,60,30,10
C1963,Conservative,40,40,20
C1964,Moderate,60,30,10
C1965,Conservative,40,40,20
C1966,Moderate,60,30,10
C1967,Conservative,40,40,20
C1968,Conservative,40,40,20
C1969,Moderate,60,30,10
C1970,Conservative,40,40,20
C1971,Aggressive,80,15,5
C1972,Conservative,40,40,20
C1973,Moderate,60,30,10
C1974,Aggressive,80,15,5
C1975,Aggressive,80,15,5
C1976,Conservative,40,40,20
C1977,Conservative,40,40,20
C1978,Conservative,40,40,20
C1979,Moderate,60,30,10
C1980,Aggressive,80,15,5
C1981,Moderate,60,30,10
C1982,Conservative,40,40,20
C1983,Aggressive,80,15,5
C1984,Moderate,60,30,10
C1985,Conservative,40,40,20
C1986,Conservative,40,40,20
C1987,Moderate,60,30,10
C1988,Moderate,60,30,10
C1989,Conservative,40,40,20
C1990,Aggressive,80,15,5
C1991,Aggressive,80,15,5
C1992,Moderate,60,30,10
C1993,Conservative,40,40,20
C1994,Moderate,60,30,10
C1995,Moderate,60,30,10
C1996,Aggressive,80,15,5
C1997,Moderate,60,30,10
C1998,Aggressive,80,15,5
C1999,Moderate,60,30,10
C2000,Moderate,60,30,10
C2001,Moderate,60,30,10
C2002,Aggressive,80,15,5
C2003,Aggressive,80,15,5
C2004,Moderate,60,30,10
C2005,Conservative,40,40,20
C2006,Conservative,40,40,20
C2007,Moderate,60,30,10
C2008,Conservative,40,40,20
C2009,Moderate,60,30,10
C2010,Conservative,40,40,20
C2011,Conservative,40,40,20
C2012,Conservative,40,40,20
C2013,Moderate,60,30,10
C2014,Conservative,40,40,20
C2015,Conservative,40,40,20
C2016,Conservative,40,40,20
C2017,Moderate,60,30,10
C2018,Moderate,60,30,10
C2019,Conservative,40,40,20
C2020,Conservative,40,40,20
C2021,Aggressive,80,15,5
C2022,Moderate,60,30,10
C2023,Moderate,60,30,10
C2024,Conservative,40,40,20
C2025,Conservative,40,40,20
C2026,Conservative,40,40,20
C2027,Moderate,60,30,10
C2028,Moderate,60,30,10
C2029,Conservative,40,40,20
C2030,Conservative,40,40,20
C2031,Aggressive,80,15,5
C2032,Aggressive,80,15,5
C2033,Moderate,60,30,10
C2034,Aggressive,80,15,5
C2035,Aggressive,80,15,5
C2036,Aggressive,80,15,5
C2037,Moderate,60,30,10
C2038,Aggressive,80,15,5
C2039,Moderate,60,30,10
C2040,Conservative,40,40,20
C2041,Conservative,40,40,20
C2042,Conservative,40,40,20
C2043,Moderate,60,30,10
C2044,Moderate,60,30,10
C2045,Moderate,60,30,10
C2046,Moderate,60,30,10
C2047,Conservative,40,40,20
C2048,Aggressive,80,15,5
C2049,Conservative,40,40,20
C2050,Conservative,40,40,20
C2051,Conservative,40,40,20
C2052,Moderate,60,30,10
C2053,Aggressive,80,15,5
C2054,Conservative,40,40,20
C2055,Moderate,60,30,10
C2056,Conservative,40,40,20
C2057,Aggressive,80,15,5
C2058,Conservative,40,40,20
C2059,Conservative,40,40,20
C2060,Aggressive,80,15,5
C2061,Moderate,60,30,10
C2062,Moderate,60,30,10
C2063,Aggressive,80,15,5
C2064,Conservative,40,40,20
C2065,Aggressive,80,15,5
C2066,Aggressive,80,15,5
C2067,Moderate,60,30,10
C2068,Conservative,40,40,20
C2069,Conservative,40,40,20
C2070,Conservative,40,40,20
C2071,Moderate,60,30,10
C2072,Conservative,40,40,20
C2073,Conservative,40,40,20
C2074,Aggressive,80,15,5
C2075,Moderate,60,30,10
C2076,Moderate,60,30,10
C2077,Moderate,60,30,10
C2078,Conservative,40,40,20
C2079,Aggressive,80,15,5
C2080,Aggressive,80,15,5
C2081,Conservative,40,40,20
C2082,Moderate,60,30,10
C2083,Moderate,60,30,10
C2084,Aggressive,80,15,5
C2085,Conservative,40,40,20
C2086,Conservative,40,40,20
C2087,Moderate,60,30,10
C2088,Moderate,60,30,10
C2089,Conservative,40,40,20
C2090,Aggressive,80,15,5
C2091,Conservative,40,40,20
C2092,Moderate,60,30,10
C2093,Conservative,40,40,20
C2094,Aggressive,80,15,5
C2095,Aggressive,80,15,5
C2096,Moderate,60,30,10
C2097,Aggressive,80,15,5
C2098,Aggressive,80,15,5
C2099,Aggressive,80,15,5
C2100,Conservative,40,40,20
C2101,Conservative,40,40,20
C2102,Aggressive,80,15,5
C2103,Aggressive,80,15,5
C2104,Conservative,40,40,20
C2105,Moderate,60,30,10
C2106,Conservative,40,40,20
C2107,Conservative,40,40,20
C2108,Conservative,40,40,20
C2109,Aggressive,80,15,5
C2110,Conservative,40,40,20
C2111,Conservative,40,40,20
C2112,Moderate,60,30,10
C2113,Conservative,40,40,20
C2114,Conservative,40,40,20
C2115,Moderate,60,30,10
C2116,Aggressive,80,15,5
C2117,Aggressive,80,15,5
C2118,Moderate,60,30,10
C2119,Conservative,40,40,20
C2120,Conservative,40,40,20
C2121,Conservative,40,40,20
C2122,Moderate,60,30,10
C2123,Conservative,40,40,20
C2124,Aggressive,80,15,5
C2125,Aggressive,80,15,5
C2126,Aggressive,80,15,5
C2127,Aggressive,80,15,5
C2128,Aggressive,80,15,5
C2129,Aggressive,80,15,5
C2130,Moderate,60,30,10
C2131,Moderate,60,30,10
C2132,Conservative,40,40,20
C2133,Aggressive,80,15,5
C2134,Aggressive,80,15,5
C2135,Aggressive,80,15,5
C2136,Moderate,60,30,10
C2137,Aggressive,80,15,5
C2138,Conservative,40,40,20
C2139,Aggressive,80,15,5
C2140,Conservative,40,40,20
C2141,Moderate,60,30,10
C2142,Aggressive,80,15,5
C2143,Conservative,40,40,20
C2144,Aggressive,80,15,5
C2145,Moderate,60,30,10
C2146,Moderate,60,30,10
C2147,Aggressive,80,15,5
C2148,Conservative,40,40,20
C2149,Aggressive,80,15,5
C2150,Moderate,60,30,10
C2151,Moderate,60,30,10
C2152,Moderate,60,30,10
C2153,Conservative,40,40,20
C2154,Conservative,40,40,20
C2155,Conservative,40,40,20
C2156,Aggressive,80,15,5
C2157,Moderate,60,30,10
C2158,Moderate,60,30,10
C2159,Aggressive,80,15,5
C2160,Moderate,60,30,10
C2161,Moderate,60,30,10
C2162,Moderate,60,30,10
C2163,Aggressive,80,15,5
C2164,Aggressive,80,15,5
C2165,Moderate,60,30,10
C2166,Moderate,60,30,10
C2167,Conservative,40,40,20
C2168,Conservative,40,40,20
C2169,Aggressive,80,15,5
C2170,Aggressive,80,15,5
C2171,Conservative,40,40,20
C2172,Aggressive,80,15,5
C2173,Moderate,60,30,10
C2174,Moderate,60,30,10
C2175,Moderate,60,30,10
C2176,Aggressive,80,15,5
C2177,Moderate,60,30,10
C2178,Conservative,40,40,20
C2179,Moderate,60,30,10
C2180,Conservative,40,40,20
C2181,Moderate,60,30,10
C2182,Moderate,60,30,10
C2183,Conservative,40,40,20
C2184,Moderate,60,30,10
C2185,Conservative,40,40,20
C2186,Conservative,40,40,20
C2187,Aggressive,80,15,5
C2188,Moderate,60,30,10
C2189,Conservative,40,40,20
C2190,Aggressive,80,15,5
C2191,Moderate,60,30,10
C2192,Aggressive,80,15,5
C2193,Moderate,60,30,10
C2194,Aggressive,80,15,5
C2195,Conservative,40,40,20
C2196,Conservative,40,40,20
C2197,Aggressive,80,15,5
C2198,Conservative,40,40,20
C2199,Conservative,40,40,20
C2200,Moderate,60,30,10
C2201,Aggressive,80,15,5
C2202,Moderate,60,30,10
C2203,Moderate,60,30,10
C2204,Moderate,60,30,10
C2205,Moderate,60,30,10
C2206,Conservative,40,40,20
C2207,Moderate,60,30,10
C2208,Moderate,60,30,10
C2209,Conservative,40,40,20
C2210,Aggressive,80,15,5
C2211,Conservative,40,40,20
C2212,Conservative,40,40,20
C2213,Aggressive,80,15,5
C2214,Aggressive,80,15,5
C2215,Conservative,40,40,20
C2216,Moderate,60,30,10
C2217,Aggressive,80,15,5
C2218,Aggressive,80,15,5
C2219,Moderate,60,30,10
C2220,Conservative,40,40,20
C2221,Moderate,60,30,10
C2222,Conservative,40,40,20
C2223,Conservative,40,40,20
C2224,Aggressive,80,15,5
C2225,Conservative,40,40,20
C2226,Conservative,40,40,20
C2227,Conservative,40,40,20
C2228,Aggressive,80,15,5
C2229,Moderate,60,30,10
C2230,Moderate,60,30,10
C2231,Aggressive,80,15,5
C2232,Conservative,40,40,20
C2233,Moderate,60,30,10
C2234,Moderate,60,30,10
C2235,Conservative,40,40,20
C2236,Aggressive,80,15,5
C2237,Moderate,60,30,10
C2238,Aggressive,80,15,5
C2239,Moderate,60,30,10
C2240,Moderate,60,30,10
C2241,Moderate,60,30,10
C2242,Moderate,60,30,10
C2243,Conservative,40,40,20
C2244,Moderate,60,30,10
C2245,Moderate,60,30,10
C2246,Moderate,60,30,10
C2247,Conservative,40,40,20
C2248,Moderate,60,30,10
C2249,Moderate,60,30,10
C2250,Conservative,40,40,20
C2251,Conservative,40,40,20
C2252,Conservative,40,40,20
C2253,Conservative,40,40,20
C2254,Conservative,40,40,20
C2255,Aggressive,80,15,5
C2256,Moderate,60,30,10
C2257,Moderate,60,30,10
C2258,Moderate,60,30,10
C2259,Conservative,40,40,20
C2260,Moderate,60,30,10
C2261,Conservative,40,40,20
C2262,Moderate,60,30,10
C2263,Conservative,40,40,20
C2264,Aggressive,80,15,5
C2265,Aggressive,80,15,5
C2266,Moderate,60,30,10
C2267,Aggressive,80,15,5
C2268,Moderate,60,30,10
C2269,Moderate,60,30,10
C2270,Aggressive,80,15,5
C2271,Aggressive,80,15,5
C2272,Moderate,60,30,10
C2273,Moderate,60,30,10
C2274,Conservative,40,40,20
C2275,Conservative,40,40,20
C2276,Conservative,40,40,20
C2277,Moderate,60,30,10
C2278,Aggressive,80,15,5
C2279,Conservative,40,40,20
C2280,Aggressive,80,15,5
C2281,Aggressive,80,15,5
C2282,Moderate,60,30,10
C2283,Conservative,40,40,20
C2284,Aggressive,80,15,5
C2285,Aggressive,80,15,5
C2286,Conservative,40,40,20
C2287,Conservative,40,40,20
C2288,Aggressive,80,15,5
C2289,Conservative,40,40,20
C2290,Conservative,40,40,20
C2291,Moderate,60,30,10
C2292,Aggressive,80,15,5
C2293,Conservative,40,40,20
C2294,Conservative,40,40,20
C2295,Conservative,40,40,20
C2296,Moderate,60,30,10
C2297,Aggressive,80,15,5
C2298,Moderate,60,30,10
C2299,Conservative,40,40,20
C2300,Moderate,60,30,10
C2301,Conservative,40,40,20
C2302,Moderate,60,30,10
C2303,Conservative,40,40,20
C2304,Moderate,60,30,10
C2305,Moderate,60,30,10
C2306,Moderate,60,30,10
C2307,Conservative,40,40,20
C2308,Aggressive,80,15,5
C2309,Conservative,40,40,20
C2310,Aggressive,80,15,5
C2311,Conservative,40,40,20
C2312,Aggressive,80,15,5
C2313,Moderate,60,30,10
C2314,Conservative,40,40,20
C2315,Moderate,60,30,10
C2316,Aggressive,80,15,5
C2317,Conservative,40,40,20
C2318,Aggressive,80,15,5
C2319,Moderate,60,30,10
C2320,Conservative,40,40,20
C2321,Conservative,40,40,20
C2322,Conservative,40,40,20
C2323,Moderate,60,30,10
C2324,Aggressive,80,15,5
C2325,Aggressive,80,15,5
C2326,Aggressive,80,15,5
C2327,Conservative,40,40,20
C2328,Conservative,40,40,20
C2329,Moderate,60,30,10
C2330,Conservative,40,40,20
C2331,Moderate,60,30,10
C2332,Conservative,40,40,20
C2333,Aggressive,80,15,5
C2334,Moderate,60,30,10
C2335,Conservative,40,40,20
C2336,Aggressive,80,15,5
C2337,Moderate,60,30,10
C2338,Aggressive,80,15,5
C2339,Moderate,60,30,10
C2340,Moderate,60,30,10
C2341,Aggressive,80,15,5
C2342,Aggressive,80,15,5
C2343,Aggressive,80,15,5
C2344,Aggressive,80,15,5
C2345,Moderate,60,30,10
C2346,Moderate,60,30,10
C2347,Conservative,40,40,20
C2348,Conservative,40,40,20
C2349,Aggressive,80,15,5
C2350,Moderate,60,30,10
C2351,Moderate,60,30,10
C2352,Conservative,40,40,20
C2353,Conservative,40,40,20
C2354,Moderate,60,30,10
C2355,Moderate,60,30,10
C2356,Aggressive,80,15,5
C2357,Moderate,60,30,10
C2358,Aggressive,80,15,5
C2359,Aggressive,80,15,5
C2360,Conservative,40,40,20
C2361,Moderate,60,30,10
C2362,Moderate,60,30,10
C2363,Moderate,60,30,10
C2364,Conservative,40,40,20
C2365,Conservative,40,40,20
C2366,Moderate,60,30,10
C2367,Moderate,60,30,10
C2368,Aggressive,80,15,5
C2369,Moderate,60,30,10
C2370,Conservative,40,40,20
C2371,Conservative,40,40,20
C2372,Moderate,60,30,10
C2373,Conservative,40,40,20
C2374,Conservative,40,40,20
C2375,Conservative,40,40,20
C2376,Conservative,40,40,20
C2377,Moderate,60,30,10
C2378,Aggressive,80,15,5
C2379,Moderate,60,30,10
C2380,Moderate,60,30,10
C2381,Aggressive,80,15,5
C2382,Moderate,60,30,10
C2383,Conservative,40,40,20
C2384,Conservative,40,40,20
C2385,Conservative,40,40,20
C2386,Aggressive,80,15,5
C2387,Moderate,60,30,10
C2388,Conservative,40,40,20
C2389,Aggressive,80,15,5
C2390,Conservative,40,40,20
C2391,Aggressive,80,15,5
C2392,Aggressive,80,15,5
C2393,Moderate,60,30,10
C2394,Conservative,40,40,20
C2395,Aggressive,80,15,5
C2396,Aggressive,80,15,5
C2397,Aggressive,80,15,5
C2398,Aggressive,80,15,5
C2399,Aggressive,80,15,5
C2400,Moderate,60,30,10
C2401,Moderate,60,30,10
C2402,Moderate,60,30,10
C2403,Conservative,40,40,20
C2404,Moderate,60,30,10
C2405,Conservative,40,40,20
C2406,Moderate,60,30,10
C2407,Conservative,40,40,20
C2408,Aggressive,80,15,5
C2409,Moderate,60,30,10
C2410,Moderate,60,30,10
C2411,Conservative,40,40,20
C2412,Conservative,40,40,20
C2413,Aggressive,80,15,5
C2414,Moderate,60,30,10
C2415,Conservative,40,40,20
C2416,Aggressive,80,15,5
C2417,Aggressive,80,15,5
C2418,Conservative,40,40,20
C2419,Aggressive,80,15,5
C2420,Conservative,40,40,20
C2421,Moderate,60,30,10
C2422,Conservative,40,40,20
C2423,Aggressive,80,15,5
C2424,Moderate,60,30,10
C2425,Conservative,40,40,20
C2426,Moderate,60,30,10
C2427,Moderate,60,30,10
C2428,Moderate,60,30,10
C2429,Conservative,40,40,20
C2430,Moderate,60,30,10
C2431,Conservative,40,40,20
C2432,Conservative,40,40,20
C2433,Moderate,60,30,10
C2434,Aggressive,80,15,5
C2435,Moderate,60,30,10
C2436,Moderate,60,30,10
C2437,Aggressive,80,15,5
C2438,Aggressive,80,15,5
C2439,Moderate,60,30,10
C2440,Aggressive,80,15,5
C2441,Moderate,60,30,10
C2442,Conservative,40,40,20
C2443,Moderate,60,30,10
C2444,Conservative,40,40,20
C2445,Aggressive,80,15,5
C2446,Moderate,60,30,10
C2447,Aggressive,80,15,5
C2448,Aggressive,80,15,5
C2449,Conservative,40,40,20
C2450,Moderate,60,30,10
C2451,Aggressive,80,15,5
C2452,Conservative,40,40,20
C2453,Moderate,60,30,10
C2454,Conservative,40,40,20
C2455,Aggressive,80,15,5
C2456,Conservative,40,40,20
C2457,Moderate,60,30,10
C2458,Conservative,40,40,20
C2459,Conservative,40,40,20
C2460,Moderate,60,30,10
C2461,Conservative,40,40,20
C2462,Conservative,40,40,20
C2463,Conservative,40,40,20
C2464,Aggressive,80,15,5
C2465,Aggressive,80,15,5
C2466,Conservative,40,40,20
C2467,Aggressive,80,15,5
C2468,Moderate,60,30,10
C2469,Conservative,40,40,20
C2470,Aggressive,80,15,5
C2471,Conservative,40,40,20
C2472,Conservative,40,40,20
C2473,Aggressive,80,15,5
C2474,Conservative,40,40,20
C2475,Aggressive,80,15,5
C2476,Conservative,40,40,20
C2477,Moderate,60,30,10
C2478,Moderate,60,30,10
C2479,Moderate,60,30,10
C2480,Conservative,40,40,20
C2481,Aggressive,80,15,5
C2482,Aggressive,80,15,5
C2483,Moderate,60,30,10
C2484,Moderate,60,30,10
C2485,Aggressive,80,15,5
C2486,Conservative,40,40,20
C2487,Aggressive,80,15,5
C2488,Aggressive,80,15,5
C2489,Moderate,60,30,10
C2490,Moderate,60,30,10
C2491,Conservative,40,40,20
C2492,Moderate,60,30,10
C2493,Aggressive,80,15,5
C2494,Aggressive,80,15,5
C2495,Conservative,40,40,20
C2496,Conservative,40,40,20
C2497,Aggressive,80,15,5
C2498,Aggressive,80,15,5
C2499,Aggressive,80,15,5
C2500,Conservative,40,40,20
C2501,Moderate,60,30,10
C2502,Conservative,40,40,20
C2503,Moderate,60,30,10
C2504,Moderate,60,30,10
C2505,Conservative,40,40,20
C2506,Conservative,40,40,20
C2507,Moderate,60,30,10
C2508,Aggressive,80,15,5
C2509,Conservative,40,40,20
C2510,Conservative,40,40,20
C2511,Aggressive,80,15,5
C2512,Conservative,40,40,20
C2513,Conservative,40,40,20
C2514,Moderate,60,30,10
C2515,Conservative,40,40,20
C2516,Conservative,40,40,20
C2517,Conservative,40,40,20
C2518,Moderate,60,30,10
C2519,Moderate,60,30,10
C2520,Moderate,60,30,10
C2521,Aggressive,80,15,5
C2522,Aggressive,80,15,5
C2523,Conservative,40,40,20
C2524,Aggressive,80,15,5
C2525,Aggressive,80,15,5
C2526,Aggressive,80,15,5
C2527,Moderate,60,30,10
C2528,Moderate,60,30,10
C2529,Moderate,60,30,10
C2530,Moderate,60,30,10
C2531,Aggressive,80,15,5
C2532,Conservative,40,40,20
C2533,Aggressive,80,15,5
C2534,Conservative,40,40,20
C2535,Aggressive,80,15,5
C2536,Moderate,60,30,10
C2537,Conservative,40,40,20
C2538,Conservative,40,40,20
C2539,Aggressive,80,15,5
C2540,Conservative,40,40,20
C2541,Conservative,40,40,20
C2542,Moderate,60,30,10
C2543,Conservative,40,40,20
C2544,Aggressive,80,15,5
C2545,Conservative,40,40,20
C2546,Moderate,60,30,10
C2547,Conservative,40,40,20
C2548,Aggressive,80,15,5
C2549,Moderate,60,30,10
C2550,Aggressive,80,15,5
C2551,Conservative,40,40,20
C2552,Aggressive,80,15,5
C2553,Conservative,40,40,20
C2554,Aggressive,80,15,5
C2555,Conservative,40,40,20
C2556,Aggressive,80,15,5
C2557,Conservative,40,40,20
C2558,Conservative,40,40,20
C2559,Conservative,40,40,20
C2560,Conservative,40,40,20
C2561,Conservative,40,40,20
C2562,Conservative,40,40,20
C2563,Conservative,40,40,20
C2564,Moderate,60,30,10
C2565,Conservative,40,40,20
C2566,Conservative,40,40,20
C2567,Aggressive,80,15,5
C2568,Moderate,60,30,10
C2569,Conservative,40,40,20
C2570,Moderate,60,30,10
C2571,Moderate,60,30,10
C2572,Aggressive,80,15,5
C2573,Moderate,60,30,10
C2574,Aggressive,80,15,5
C2575,Moderate,60,30,10
C2576,Conservative,40,40,20
C2577,Moderate,60,30,10
C2578,Conservative,40,40,20
C2579,Aggressive,80,15,5
C2580,Moderate,60,30,10
C2581,Aggressive,80,15,5
C2582,Conservative,40,40,20
C2583,Moderate,60,30,10
C2584,Conservative,40,40,20
C2585,Moderate,60,30,10
C2586,Aggressive,80,15,5
C2587,Conservative,40,40,20
C2588,Aggressive,80,15,5
C2589,Aggressive,80,15,5
C2590,Moderate,60,30,10
C2591,Moderate,60,30,10
C2592,Moderate,60,30,10
C2593,Conservative,40,40,20
C2594,Conservative,40,40,20
C2595,Conservative,40,40,20
C2596,Moderate,60,30,10
C2597,Conservative,40,40,20
C2598,Conservative,40,40,20
C2599,Conservative,40,40,20
C2600,Moderate,60,30,10
C2601,Conservative,40,40,20
C2602,Conservative,40,40,20
C2603,Moderate,60,30,10
C2604,Aggressive,80,15,5
C2605,Aggressive,80,15,5
C2606,Moderate,60,30,10
C2607,Conservative,40,40,20
C2608,Moderate,60,30,10
C2609,Moderate,60,30,10
C2610,Moderate,60,30,10
C2611,Aggressive,80,15,5
C2612,Moderate,60,30,10
C2613,Conservative,40,40,20
C2614,Aggressive,80,15,5
C2615,Aggressive,80,15,5
C2616,Conservative,40,40,20
C2617,Conservative,40,40,20
C2618,Conservative,40,40,20
C2619,Aggressive,80,15,5
C2620,Moderate,60,30,10
C2621,Aggressive,80,15,5
C2622,Conservative,40,40,20
C2623,Conservative,40,40,20
C2624,Aggressive,80,15,5
C2625,Moderate,60,30,10
C2626,Aggressive,80,15,5
C2627,Aggressive,80,15,5
C2628,Aggressive,80,15,5
C2629,Conservative,40,40,20
C2630,Moderate,60,30,10
C2631,Conservative,40,40,20
C2632,Moderate,60,30,10
C2633,Moderate,60,30,10
C2634,Moderate,60,30,10
C2635,Moderate,60,30,10
C2636,Moderate,60,30,10
C2637,Conservative,40,40,20
C2638,Aggressive,80,15,5
C2639,Moderate,60,30,10
C2640,Aggressive,80,15,5
C2641,Conservative,40,40,20
C2642,Conservative,40,40,20
C2643,Aggressive,80,15,5
C2644,Moderate,60,30,10
C2645,Aggressive,80,15,5
C2646,Aggressive,80,15,5
C2647,Conservative,40,40,20
C2648,Moderate,60,30,10
C2649,Moderate,60,30,10
C2650,Aggressive,80,15,5
C2651,Conservative,40,40,20
C2652,Aggressive,80,15,5
C2653,Aggressive,80,15,5
C2654,Conservative,40,40,20
C2655,Moderate,60,30,10
C2656,Conservative,40,40,20
C2657,Conservative,40,40,20
C2658,Aggressive,80,15,5
C2659,Conservative,40,40,20
C2660,Aggressive,80,15,5
C2661,Moderate,60,30,10
C2662,Conservative,40,40,20
C2663,Moderate,60,30,10
C2664,Moderate,60,30,10
C2665,Aggressive,80,15,5
C2666,Moderate,60,30,10
C2667,Aggressive,80,15,5
C2668,Moderate,60,30,10
C2669,Aggressive,80,15,5
C2670,Aggressive,80,15,5
C2671,Aggressive,80,15,5
C2672,Conservative,40,40,20
C2673,Conservative,40,40,20
C2674,Conservative,40,40,20
C2675,Moderate,60,30,10
C2676,Aggressive,80,15,5
C2677,Aggressive,80,15,5
C2678,Moderate,60,30,10
C2679,Moderate,60,30,10
C2680,Moderate,60,30,10
C2681,Conservative,40,40,20
C2682,Conservative,40,40,20
C2683,Moderate,60,30,10
C2684,Moderate,60,30,10
C2685,Aggressive,80,15,5
C2686,Moderate,60,30,10
C2687,Conservative,40,40,20
C2688,Moderate,60,30,10
C2689,Conservative,40,40,20
C2690,Aggressive,80,15,5
C2691,Moderate,60,30,10
C2692,Moderate,60,30,10
C2693,Moderate,60,30,10
C2694,Conservative,40,40,20
C2695,Aggressive,80,15,5
C2696,Conservative,40,40,20
C2697,Moderate,60,30,10
C2698,Moderate,60,30,10
C2699,Moderate,60,30,10
C2700,Conservative,40,40,20
C2701,Conservative,40,40,20
C2702,Moderate,60,30,10
C2703,Conservative,40,40,20
C2704,Moderate,60,30,10
C2705,Aggressive,80,15,5
C2706,Moderate,60,30,10
C2707,Moderate,60,30,10
C2708,Conservative,40,40,20
C2709,Moderate,60,30,10
C2710,Conservative,40,40,20
C2711,Aggressive,80,15,5
C2712,Conservative,40,40,20
C2713,Moderate,60,30,10
C2714,Aggressive,80,15,5
C2715,Aggressive,80,15,5
C2716,Aggressive,80,15,5
C2717,Moderate,60,30,10
C2718,Aggressive,80,15,5
C2719,Moderate,60,30,10
C2720,Aggressive,80,15,5
C2721,Moderate,60,30,10
C2722,Aggressive,80,15,5
C2723,Moderate,60,30,10
C2724,Conservative,40,40,20
C2725,Conservative,40,40,20
C2726,Conservative,40,40,20
C2727,Moderate,60,30,10
C2728,Aggressive,80,15,5
C2729,Moderate,60,30,10
C2730,Conservative,40,40,20
C2731,Moderate,60,30,10
C2732,Conservative,40,40,20
